run_id,condition_1,condition_2,condition_3,condition_4,condition_5
572,"(800.0, 3.5, 0.002, 10, 150.0)","(780.0, 3.0, 0.003, 8, 140.0)","(760.0, 2.5, 0.004, 7, 130.0)","(740.0, 2.0, 0.005, 6, 120.0)","(720.0, 1.8, 0.006, 5, 110.0)"
573,"(750.0, 2.0, 0.001, 10, 30.0)","(700.0, 2.5, 0.0005, 8, 40.0)","(650.0, 3.0, 0.01, 6, 50.0)","(600.0, 3.5, 0.02, 4, 60.0)","(550.0, 4.0, 0.03, 2, 70.0)"
574,"(750.0, 3.0, 0.005, 10, 100.0)","(725.0, 2.5, 0.006, 8, 95.0)","(700.0, 2.0, 0.007, 7, 90.0)","(675.0, 1.8, 0.008, 6, 85.0)","(650.0, 1.5, 0.009, 5, 80.0)"
575,"(750.0, 2.0, 0.001, 5, 30.0)","(700.0, 1.8, 0.002, 4, 40.0)","(650.0, 1.5, 0.003, 3, 50.0)","(600.0, 1.3, 0.004, 2, 60.0)","(550.0, 1.0, 0.005, 1, 70.0)"
576,"(750.0, 2.0, 0.1, 5, 50.0)","(700.0, 1.8, 0.02, 4, 60.0)","(650.0, 1.5, 0.03, 3, 70.0)","(600.0, 1.3, 0.04, 2, 80.0)","(550.0, 1.0, 0.05, 1, 90.0)"
577,"(800.0, 2.5, 0.005, 10, 200.0)","(750.0, 2.0, 0.004, 8, 250.0)","(700.0, 1.8, 0.003, 6, 300.0)","(650.0, 1.5, 0.002, 5, 350.0)","(600.0, 1.3, 0.001, 4, 400.0)"
579,"(800.0, 2.0, 0.001, 10, 50.0)","(780.0, 1.9, 0.002, 8, 60.0)","(760.0, 1.8, 0.003, 6, 70.0)","(740.0, 1.7, 0.004, 4, 80.0)","(720.0, 1.6, 0.005, 2, 90.0)"
580,"(750.0, 2.0, 0.01, 10, 50.0)","(700.0, 2.2, 0.012, 8, 55.0)","(650.0, 2.4, 0.014, 6, 60.0)","(600.0, 2.6, 0.016, 5, 65.0)","(550.0, 2.8, 0.018, 4, 70.0)"
581,"(850.0, 3.0, 0.02, 10, 200.0)","(800.0, 2.5, 0.03, 8, 180.0)","(750.0, 2.0, 0.04, 6, 160.0)","(700.0, 1.8, 0.05, 4, 140.0)","(650.0, 1.5, 0.06, 3, 120.0)"
582,"(850.0, 3.5, 0.005, 10, 100.0)","(800.0, 3.0, 0.006, 8, 120.0)","(750.0, 2.8, 0.007, 7, 140.0)","(700.0, 2.5, 0.008, 6, 160.0)","(650.0, 2.2, 0.009, 5, 180.0)"
583,"(800.0, 3.0, 0.001, 5, 100.0)","(750.0, 2.8, 0.0015, 5, 90.0)","(700.0, 2.5, 0.002, 5, 80.0)","(650.0, 2.0, 0.003, 4, 70.0)","(600.0, 1.8, 0.005, 3, 60.0)"
584,"(850.0, 3.5, 0.005, 10, 50.0)","(825.0, 3.0, 0.006, 9, 60.0)","(800.0, 2.5, 0.007, 8, 70.0)","(775.0, 2.0, 0.008, 7, 80.0)","(750.0, 1.5, 0.01, 6, 90.0)"
585,"(850.0, 2.5, 0.001, 10, 25.0)","(820.0, 2.3, 0.002, 9, 30.0)","(790.0, 2.1, 0.003, 8, 35.0)","(760.0, 1.9, 0.004, 7, 40.0)","(730.0, 1.7, 0.005, 6, 45.0)"
586,"(850.0, 2.5, 0.01, 5, 50.0)","(800.0, 2.0, 0.015, 4, 60.0)","(750.0, 1.8, 0.02, 3, 70.0)","(700.0, 1.5, 0.025, 2, 80.0)","(650.0, 1.3, 0.03, 1, 90.0)"
587,"(800.0, 3.0, 0.001, 5, 100.0)","(780.0, 2.8, 0.0015, 4, 95.0)","(760.0, 2.5, 0.002, 3, 90.0)","(740.0, 2.2, 0.0025, 2, 85.0)","(720.0, 2.0, 0.003, 1, 80.0)"
588,"(750.0, 3.0, 0.005, 10, 100.0)","(700.0, 2.5, 0.006, 9, 90.0)","(650.0, 2.0, 0.007, 8, 80.0)","(600.0, 1.5, 0.008, 7, 70.0)","(550.0, 1.0, 0.009, 6, 60.0)"
589,"(650.0, 1.5, 0.001, 5, 50.0)","(600.0, 1.8, 0.002, 4, 60.0)","(550.0, 2.0, 0.003, 3, 70.0)","(500.0, 2.2, 0.004, 2, 80.0)","(450.0, 2.5, 0.005, 1, 90.0)"
590,"(750.0, 2.5, 0.0002, 10, 50.0)","(720.0, 2.2, 0.0003, 10, 70.0)","(680.0, 2.0, 0.0004, 8, 90.0)","(650.0, 1.8, 0.0005, 6, 110.0)","(620.0, 1.5, 0.0006, 4, 130.0)"
591,"(800.0, 2.5, 0.02, 10, 150.0)","(780.0, 2.2, 0.015, 8, 140.0)","(750.0, 2.0, 0.01, 6, 130.0)","(720.0, 1.8, 0.008, 5, 120.0)","(700.0, 1.5, 0.005, 4, 110.0)"
592,"(750.0, 2.0, 0.001, 5, 50.0)","(700.0, 1.8, 0.0015, 4, 60.0)","(650.0, 1.6, 0.002, 3, 70.0)","(600.0, 1.4, 0.0025, 2, 80.0)","(550.0, 1.2, 0.003, 1, 90.0)"
593,"(750.0, 3.0, 0.005, 10, 200.0)","(700.0, 2.5, 0.007, 8, 180.0)","(650.0, 2.0, 0.009, 6, 160.0)","(600.0, 1.5, 0.011, 4, 140.0)","(550.0, 1.0, 0.013, 2, 120.0)"
594,"(700.0, 1.8, 0.001, 7, 150.0)","(680.0, 1.6, 0.002, 5, 180.0)","(650.0, 1.4, 0.003, 3, 210.0)","(620.0, 1.2, 0.004, 2, 240.0)","(580.0, 1.0, 0.005, 1, 300.0)"
595,"(700.0, 2.5, 0.001, 10, 100.0)","(680.0, 2.3, 0.0015, 9, 95.0)","(660.0, 2.1, 0.002, 8, 90.0)","(640.0, 1.9, 0.0025, 7, 85.0)","(620.0, 1.7, 0.003, 6, 80.0)"
596,"(750.0, 2.5, 0.01, 5, 80.0)","(700.0, 2.0, 0.02, 4, 70.0)","(650.0, 1.8, 0.03, 3, 60.0)","(600.0, 1.5, 0.04, 2, 50.0)","(550.0, 1.2, 0.05, 1, 40.0)"
597,"(750.0, 2.0, 0.001, 5, 50.0)","(720.0, 1.8, 0.0015, 5, 60.0)","(700.0, 1.6, 0.002, 5, 70.0)","(680.0, 1.4, 0.0025, 5, 80.0)","(650.0, 1.2, 0.003, 5, 90.0)"
598,"(750.0, 3.0, 0.0001, 10, 100.0)","(700.0, 2.8, 0.0002, 8, 90.0)","(650.0, 2.5, 0.0003, 6, 80.0)","(600.0, 2.3, 0.0004, 5, 70.0)","(550.0, 2.0, 0.0005, 3, 60.0)"
599,"(750.0, 1.5, 0.001, 5, 50.0)","(700.0, 1.6, 0.0015, 4, 55.0)","(650.0, 1.7, 0.002, 3, 60.0)","(600.0, 1.8, 0.0025, 2, 65.0)","(550.0, 1.9, 0.003, 1, 70.0)"
600,"(850.0, 3.0, 0.005, 10, 200.0)","(800.0, 2.5, 0.004, 9, 180.0)","(750.0, 2.0, 0.003, 8, 160.0)","(700.0, 1.8, 0.002, 7, 140.0)","(650.0, 1.5, 0.001, 6, 120.0)"
601,"(700.0, 1.0, 0.01, 5, 50.0)","(750.0, 2.0, 0.02, 10, 100.0)","(725.0, 1.5, 0.015, 7, 75.0)","(775.0, 2.5, 0.03, 12, 150.0)","(650.0, 0.8, 0.04, 3, 20.0)"
602,"(750.0, 0.8, 0.001, 5, 100.0)","(700.0, 0.7, 0.0015, 4, 90.0)","(650.0, 0.6, 0.002, 3, 80.0)","(600.0, 0.5, 0.0025, 2, 70.0)","(550.0, 0.4, 0.003, 1, 60.0)"
603,"(800.0, 2.5, 0.002, 10, 50.0)","(780.0, 2.2, 0.003, 12, 60.0)","(750.0, 2.0, 0.004, 8, 70.0)","(720.0, 1.8, 0.005, 14, 80.0)","(700.0, 1.5, 0.006, 15, 90.0)"
604,"(850.0, 2.5, 0.005, 10, 150.0)","(800.0, 2.3, 0.006, 8, 160.0)","(750.0, 2.0, 0.007, 6, 170.0)","(700.0, 1.8, 0.008, 4, 180.0)","(650.0, 1.5, 0.009, 2, 190.0)"
605,"(700.0, 2.5, 0.01, 5, 50.0)","(650.0, 2.2, 0.015, 4, 60.0)","(600.0, 1.8, 0.02, 3, 70.0)","(550.0, 1.5, 0.025, 2, 80.0)","(500.0, 1.0, 0.03, 1, 90.0)"
606,"(750.0, 2.5, 0.005, 10, 50.0)","(700.0, 2.0, 0.005, 8, 55.0)","(650.0, 1.8, 0.005, 6, 60.0)","(600.0, 1.5, 0.005, 4, 65.0)","(550.0, 1.2, 0.005, 2, 70.0)"
607,"(850.0, 3.5, 0.005, 10, 250.0)","(800.0, 3.0, 0.006, 8, 240.0)","(750.0, 2.8, 0.007, 7, 230.0)","(700.0, 2.5, 0.008, 6, 220.0)","(650.0, 2.0, 0.009, 5, 210.0)"
608,"(750.0, 2.5, 0.001, 10, 50.0)","(720.0, 2.0, 0.002, 8, 60.0)","(700.0, 1.8, 0.003, 6, 70.0)","(680.0, 1.5, 0.004, 4, 80.0)","(650.0, 1.0, 0.005, 2, 90.0)"
609,"(700.0, 2.0, 0.005, 5, 50.0)","(650.0, 1.8, 0.006, 4, 60.0)","(600.0, 1.5, 0.007, 3, 70.0)","(550.0, 1.3, 0.008, 2, 80.0)","(500.0, 0.8, 0.009, 1, 90.0)"
610,"(750.0, 1.8, 0.02, 5, 50.0)","(700.0, 1.6, 0.018, 5, 60.0)","(650.0, 1.4, 0.016, 3, 70.0)","(600.0, 1.2, 0.014, 2, 80.0)","(550.0, 1.0, 0.012, 1, 90.0)"
611,"(800.0, 2.5, 0.1, 10, 50.0)","(780.0, 3.0, 0.08, 10, 48.0)","(750.0, 2.2, 0.06, 5, 45.0)","(720.0, 1.8, 0.05, 3, 40.0)","(700.0, 1.5, 0.04, 2, 35.0)"
612,"(750.0, 2.0, 0.005, 10, 30.0)","(700.0, 2.0, 0.001, 10, 30.0)","(650.0, 2.0, 0.0005, 10, 30.0)","(600.0, 2.0, 0.0001, 10, 30.0)","(550.0, 2.0, 5e-05, 10, 30.0)"
613,"(700.0, 1.8, 0.002, 5, 50.0)","(650.0, 1.6, 0.003, 4, 60.0)","(600.0, 1.4, 0.004, 3, 70.0)","(550.0, 1.2, 0.005, 2, 80.0)","(750.0, 1.5, 0.001, 5, 50.0)"
614,"(750.0, 2.0, 0.005, 10, 100.0)","(700.0, 1.8, 0.006, 9, 110.0)","(650.0, 1.6, 0.007, 8, 120.0)","(600.0, 1.4, 0.008, 7, 130.0)","(550.0, 1.2, 0.009, 6, 140.0)"
615,"(700.0, 2.0, 0.01, 5, 50.0)","(680.0, 2.2, 0.015, 4, 60.0)","(650.0, 2.5, 0.02, 3, 70.0)","(620.0, 2.8, 0.025, 2, 80.0)","(600.0, 3.0, 0.03, 1, 90.0)"
616,"(700.0, 2.0, 0.005, 10, 100.0)","(680.0, 1.8, 0.004, 8, 90.0)","(650.0, 1.5, 0.003, 6, 80.0)","(630.0, 1.2, 0.002, 4, 70.0)","(600.0, 1.0, 0.001, 2, 60.0)"
617,"(750.0, 1.5, 0.0005, 10, 300.0)","(700.0, 2.0, 0.001, 8, 250.0)","(650.0, 2.5, 0.002, 6, 200.0)","(600.0, 3.0, 0.003, 4, 150.0)","(550.0, 4.0, 0.004, 2, 100.0)"
618,"(780.0, 2.5, 0.005, 5, 50.0)","(750.0, 2.0, 0.01, 4, 60.0)","(720.0, 1.8, 0.02, 3, 70.0)","(690.0, 1.5, 0.03, 2, 80.0)","(660.0, 1.3, 0.04, 1, 90.0)"
619,"(800.0, 3.0, 0.05, 10, 200.0)","(750.0, 2.5, 0.04, 8, 150.0)","(700.0, 2.0, 0.03, 6, 100.0)","(650.0, 1.5, 0.02, 4, 50.0)","(600.0, 1.0, 0.01, 2, 25.0)"
620,"(750.0, 2.5, 0.001, 10, 100.0)","(700.0, 2.2, 0.0012, 12, 110.0)","(650.0, 1.8, 0.0015, 13, 120.0)","(600.0, 1.5, 0.0018, 14, 130.0)","(550.0, 1.2, 0.002, 15, 140.0)"
621,"(750.0, 3.0, 0.01, 5, 50.0)","(700.0, 2.5, 0.015, 4, 60.0)","(650.0, 2.0, 0.02, 3, 70.0)","(600.0, 1.5, 0.03, 2, 80.0)","(550.0, 1.0, 0.05, 1, 90.0)"
622,"(700.0, 2.0, 0.01, 5, 50.0)","(680.0, 1.9, 0.015, 5, 55.0)","(650.0, 1.8, 0.02, 5, 60.0)","(630.0, 1.7, 0.025, 5, 65.0)","(600.0, 1.5, 0.03, 4, 70.0)"
623,"(700.0, 2.0, 0.01, 5, 100.0)","(680.0, 1.8, 0.008, 6, 90.0)","(650.0, 1.5, 0.006, 7, 80.0)","(620.0, 1.3, 0.004, 8, 70.0)","(600.0, 1.0, 0.002, 9, 60.0)"
624,"(750.0, 2.5, 0.005, 5, 100.0)","(700.0, 2.0, 0.008, 7, 120.0)","(650.0, 1.8, 0.01, 10, 150.0)","(600.0, 1.5, 0.012, 12, 180.0)","(550.0, 1.0, 0.015, 15, 200.0)"
625,"(750.0, 2.5, 0.01, 10, 100.0)","(720.0, 2.3, 0.012, 8, 95.0)","(700.0, 2.0, 0.015, 6, 90.0)","(680.0, 1.8, 0.018, 4, 85.0)","(650.0, 1.5, 0.02, 2, 80.0)"
626,"(800.0, 3.0, 0.001, 5, 100.0)","(780.0, 2.8, 0.002, 5, 95.0)","(760.0, 2.6, 0.003, 5, 105.0)","(740.0, 2.4, 0.004, 5, 110.0)","(720.0, 2.2, 0.005, 5, 115.0)"
627,"(800.0, 2.5, 0.001, 5, 100.0)","(750.0, 3.0, 0.002, 8, 150.0)","(700.0, 3.5, 0.005, 10, 200.0)","(650.0, 4.0, 0.01, 12, 250.0)","(600.0, 4.5, 0.1, 15, 300.0)"
628,"(850.0, 2.5, 0.005, 5, 200.0)","(800.0, 2.3, 0.004, 4, 180.0)","(750.0, 2.0, 0.003, 3, 160.0)","(700.0, 1.8, 0.002, 2, 140.0)","(650.0, 1.5, 0.001, 1, 120.0)"
629,"(700.0, 2.0, 0.01, 10, 100.0)","(680.0, 1.8, 0.015, 8, 90.0)","(650.0, 1.5, 0.02, 6, 80.0)","(630.0, 1.2, 0.025, 5, 70.0)","(600.0, 1.0, 0.03, 4, 60.0)"
630,"(800.0, 3.0, 0.001, 5, 50.0)","(780.0, 2.5, 0.0015, 4, 60.0)","(750.0, 2.0, 0.002, 3, 70.0)","(720.0, 1.8, 0.0025, 2, 80.0)","(700.0, 1.5, 0.003, 1, 90.0)"
631,"(750.0, 2.0, 0.01, 10, 100.0)","(700.0, 1.8, 0.02, 8, 90.0)","(650.0, 1.5, 0.03, 6, 80.0)","(600.0, 1.3, 0.04, 4, 70.0)","(550.0, 1.0, 0.05, 2, 60.0)"
632,"(700.0, 2.0, 0.01, 5, 50.0)","(680.0, 1.8, 0.015, 4, 60.0)","(650.0, 1.5, 0.02, 3, 70.0)","(620.0, 1.2, 0.025, 2, 80.0)","(580.0, 1.0, 0.03, 1, 90.0)"
633,"(750.0, 2.0, 0.001, 5, 50.0)","(720.0, 1.8, 0.002, 4, 60.0)","(700.0, 1.6, 0.003, 3, 70.0)","(680.0, 1.4, 0.004, 2, 80.0)","(660.0, 1.2, 0.005, 1, 90.0)"
634,"(600.0, 1.5, 0.001, 8, 50.0)","(580.0, 1.8, 0.0012, 8, 60.0)","(560.0, 2.0, 0.0014, 7, 70.0)","(540.0, 2.5, 0.0016, 6, 80.0)","(520.0, 3.0, 0.0018, 5, 90.0)"
635,"(750.0, 2.0, 0.01, 10, 50.0)","(720.0, 1.8, 0.015, 9, 60.0)","(680.0, 1.6, 0.02, 8, 70.0)","(650.0, 1.4, 0.025, 7, 80.0)","(600.0, 1.2, 0.03, 6, 90.0)"
636,"(800.0, 3.0, 0.05, 10, 100.0)","(750.0, 2.5, 0.06, 9, 90.0)","(700.0, 2.0, 0.07, 8, 80.0)","(650.0, 1.5, 0.08, 7, 70.0)","(600.0, 1.0, 0.09, 6, 60.0)"
637,"(800.0, 2.0, 0.002, 10, 100.0)","(780.0, 2.2, 0.003, 9, 110.0)","(760.0, 2.4, 0.004, 8, 120.0)","(740.0, 2.3, 0.005, 7, 130.0)","(680.0, 2.1, 0.006, 6, 140.0)"
638,"(750.0, 3.0, 0.001, 10, 30.0)","(700.0, 2.5, 0.002, 8, 40.0)","(650.0, 2.0, 0.003, 6, 50.0)","(600.0, 1.5, 0.004, 4, 60.0)","(550.0, 1.0, 0.005, 2, 70.0)"
639,"(800.0, 3.0, 0.1, 10, 100.0)","(780.0, 2.8, 0.12, 8, 120.0)","(760.0, 2.6, 0.14, 6, 140.0)","(740.0, 2.4, 0.16, 4, 160.0)","(720.0, 2.2, 0.18, 2, 180.0)"
641,"(750.0, 3.0, 0.01, 10, 50.0)","(700.0, 2.8, 0.02, 8, 60.0)","(650.0, 2.5, 0.03, 6, 70.0)","(600.0, 2.2, 0.04, 4, 80.0)","(550.0, 2.0, 0.05, 2, 90.0)"
642,"(800.0, 2.5, 0.001, 10, 200.0)","(750.0, 2.0, 0.0005, 8, 180.0)","(700.0, 1.8, 0.01, 6, 160.0)","(650.0, 1.5, 0.03, 4, 140.0)","(600.0, 1.0, 0.05, 2, 120.0)"
643,"(850.0, 3.5, 0.05, 10, 200.0)","(800.0, 4.0, 0.06, 12, 250.0)","(750.0, 3.0, 0.04, 15, 300.0)","(700.0, 2.5, 0.03, 14, 350.0)","(650.0, 2.0, 0.02, 15, 400.0)"
644,"(750.0, 2.5, 0.1, 10, 50.0)","(700.0, 2.0, 0.02, 8, 60.0)","(650.0, 1.8, 0.03, 6, 70.0)","(600.0, 1.5, 0.04, 4, 80.0)","(550.0, 1.2, 0.05, 2, 90.0)"
645,"(850.0, 3.5, 0.001, 10, 30.0)","(800.0, 3.0, 0.001, 8, 40.0)","(750.0, 2.5, 0.002, 6, 50.0)","(700.0, 2.0, 0.003, 4, 60.0)","(650.0, 1.5, 0.004, 2, 70.0)"
646,"(850.0, 2.5, 0.1, 10, 50.0)","(800.0, 2.0, 0.05, 8, 60.0)","(750.0, 1.8, 0.15, 7, 70.0)","(700.0, 1.5, 0.2, 6, 80.0)","(650.0, 1.0, 0.3, 5, 90.0)"
647,"(800.0, 3.0, 0.001, 10, 100.0)","(780.0, 2.8, 0.0015, 8, 90.0)","(760.0, 2.5, 0.002, 7, 80.0)","(740.0, 2.2, 0.0025, 6, 70.0)","(720.0, 2.0, 0.003, 5, 60.0)"
648,"(700.0, 1.8, 0.01, 5, 50.0)","(720.0, 1.7, 0.012, 4, 55.0)","(690.0, 1.6, 0.014, 3, 60.0)","(740.0, 1.5, 0.016, 2, 65.0)","(680.0, 1.4, 0.018, 1, 70.0)"
649,"(750.0, 3.0, 0.0001, 10, 80.0)","(700.0, 2.8, 0.0002, 9, 85.0)","(650.0, 2.5, 0.0003, 8, 90.0)","(600.0, 2.2, 0.0004, 7, 95.0)","(550.0, 2.0, 0.0005, 6, 100.0)"
650,"(700.0, 3.0, 0.005, 10, 50.0)","(680.0, 2.5, 0.006, 8, 60.0)","(650.0, 2.0, 0.007, 6, 70.0)","(630.0, 1.8, 0.008, 5, 80.0)","(600.0, 1.5, 0.009, 4, 90.0)"
651,"(800.0, 3.5, 0.001, 10, 100.0)","(780.0, 3.0, 0.002, 8, 90.0)","(760.0, 2.5, 0.005, 6, 80.0)","(740.0, 2.0, 0.01, 4, 70.0)","(720.0, 1.5, 0.05, 2, 60.0)"
652,"(800.0, 3.0, 0.005, 10, 150.0)","(750.0, 2.5, 0.006, 8, 120.0)","(700.0, 2.0, 0.007, 6, 100.0)","(650.0, 1.8, 0.008, 4, 80.0)","(600.0, 1.5, 0.009, 2, 60.0)"
653,"(850.0, 3.0, 0.001, 10, 150.0)","(800.0, 2.5, 0.002, 8, 120.0)","(750.0, 2.0, 0.003, 6, 100.0)","(700.0, 1.5, 0.004, 5, 80.0)","(650.0, 1.0, 0.005, 4, 60.0)"
654,"(700.0, 2.5, 0.05, 10, 200.0)","(680.0, 2.3, 0.04, 8, 180.0)","(660.0, 2.0, 0.03, 6, 160.0)","(640.0, 1.8, 0.02, 4, 140.0)","(620.0, 1.5, 0.01, 2, 120.0)"
655,"(850.0, 3.0, 0.01, 5, 100.0)","(800.0, 2.5, 0.015, 5, 90.0)","(750.0, 2.0, 0.02, 4, 80.0)","(700.0, 1.8, 0.025, 3, 70.0)","(650.0, 1.5, 0.03, 2, 60.0)"
656,"(700.0, 2.0, 0.01, 5, 50.0)","(680.0, 1.8, 0.012, 4, 60.0)","(650.0, 1.6, 0.014, 3, 70.0)","(630.0, 1.4, 0.016, 2, 80.0)","(600.0, 1.2, 0.018, 1, 90.0)"
657,"(800.0, 3.0, 0.001, 10, 30.0)","(750.0, 2.5, 0.002, 8, 40.0)","(700.0, 2.0, 0.003, 6, 50.0)","(650.0, 1.8, 0.004, 5, 60.0)","(600.0, 1.5, 0.005, 4, 70.0)"
658,"(650.0, 2.5, 0.005, 5, 50.0)","(600.0, 2.0, 0.008, 5, 80.0)","(550.0, 1.5, 0.01, 4, 120.0)","(500.0, 1.0, 0.015, 3, 160.0)","(450.0, 0.5, 0.02, 2, 200.0)"
659,"(750.0, 2.0, 0.002, 5, 50.0)","(700.0, 2.5, 0.003, 5, 80.0)","(650.0, 1.5, 0.005, 4, 120.0)","(600.0, 1.0, 0.007, 3, 160.0)","(550.0, 0.5, 0.01, 1, 200.0)"
660,"(750.0, 2.5, 0.01, 10, 50.0)","(700.0, 2.2, 0.015, 8, 60.0)","(650.0, 2.0, 0.02, 6, 70.0)","(600.0, 1.8, 0.025, 4, 80.0)","(550.0, 1.5, 0.03, 2, 90.0)"
661,"(800.0, 2.5, 0.005, 10, 50.0)","(780.0, 2.3, 0.006, 9, 55.0)","(760.0, 2.1, 0.007, 8, 60.0)","(740.0, 1.9, 0.008, 7, 65.0)","(720.0, 1.7, 0.009, 6, 70.0)"
662,"(750.0, 1.8, 0.01, 5, 50.0)","(720.0, 1.6, 0.015, 4, 60.0)","(700.0, 1.5, 0.02, 3, 70.0)","(680.0, 1.4, 0.03, 2, 80.0)","(650.0, 1.3, 0.04, 1, 90.0)"
663,"(750.0, 3.0, 0.001, 10, 100.0)","(730.0, 2.8, 0.002, 8, 90.0)","(710.0, 2.6, 0.003, 6, 80.0)","(690.0, 2.4, 0.004, 5, 70.0)","(670.0, 2.2, 0.005, 3, 60.0)"
664,"(700.0, 2.5, 0.005, 10, 80.0)","(680.0, 2.3, 0.006, 9, 85.0)","(660.0, 2.0, 0.007, 8, 90.0)","(640.0, 1.8, 0.008, 7, 95.0)","(620.0, 1.5, 0.009, 6, 100.0)"
665,"(800.0, 2.0, 0.001, 10, 50.0)","(780.0, 2.5, 0.0015, 8, 60.0)","(750.0, 1.8, 0.01, 6, 70.0)","(720.0, 2.5, 0.002, 4, 80.0)","(680.0, 3.0, 0.0025, 2, 90.0)"
666,"(850.0, 3.0, 0.001, 10, 100.0)","(800.0, 2.8, 0.0015, 9, 110.0)","(750.0, 2.5, 0.002, 8, 120.0)","(700.0, 2.0, 0.0025, 7, 130.0)","(650.0, 1.8, 0.003, 6, 140.0)"
667,"(750.0, 2.0, 0.02, 5, 50.0)","(700.0, 1.8, 0.03, 4, 60.0)","(650.0, 1.5, 0.04, 3, 70.0)","(600.0, 1.3, 0.05, 2, 80.0)","(550.0, 1.0, 0.06, 1, 90.0)"
668,"(800.0, 3.0, 0.001, 10, 100.0)","(750.0, 2.8, 0.002, 8, 90.0)","(700.0, 2.5, 0.003, 6, 80.0)","(650.0, 2.2, 0.004, 4, 70.0)","(600.0, 2.0, 0.005, 2, 60.0)"
669,"(750.0, 2.5, 0.002, 10, 50.0)","(720.0, 2.0, 0.0015, 9, 45.0)","(650.0, 1.8, 0.001, 8, 40.0)","(600.0, 1.5, 0.0008, 7, 35.0)","(580.0, 1.2, 0.0005, 6, 30.0)"
670,"(700.0, 2.0, 0.001, 10, 50.0)","(680.0, 1.8, 0.002, 9, 45.0)","(660.0, 1.6, 0.003, 8, 40.0)","(640.0, 1.4, 0.004, 7, 35.0)","(620.0, 1.2, 0.005, 6, 30.0)"
671,"(700.0, 2.0, 0.01, 10, 50.0)","(680.0, 2.2, 0.015, 9, 55.0)","(660.0, 2.4, 0.02, 8, 60.0)","(640.0, 2.6, 0.025, 7, 65.0)","(620.0, 2.8, 0.03, 6, 70.0)"
672,"(750.0, 2.5, 0.05, 10, 50.0)","(700.0, 2.3, 0.04, 9, 55.0)","(650.0, 2.0, 0.03, 8, 60.0)","(600.0, 1.8, 0.02, 7, 65.0)","(550.0, 1.5, 0.01, 6, 70.0)"
674,"(750.0, 3.0, 0.001, 10, 50.0)","(725.0, 2.8, 0.002, 8, 60.0)","(700.0, 2.5, 0.003, 6, 70.0)","(675.0, 2.2, 0.004, 4, 80.0)","(650.0, 2.0, 0.005, 2, 90.0)"
675,"(850.0, 2.5, 0.001, 10, 100.0)","(800.0, 2.0, 0.002, 10, 150.0)","(750.0, 1.5, 0.003, 5, 200.0)","(700.0, 1.0, 0.004, 3, 250.0)","(650.0, 0.5, 0.005, 2, 300.0)"
676,"(800.0, 2.5, 0.01, 10, 200.0)","(780.0, 2.3, 0.015, 9, 190.0)","(760.0, 2.1, 0.02, 8, 180.0)","(740.0, 1.9, 0.025, 7, 170.0)","(720.0, 1.7, 0.03, 6, 160.0)"
677,"(700.0, 2.0, 0.03, 4, 60.0)","(680.0, 1.5, 0.025, 3, 65.0)","(660.0, 1.3, 0.02, 2, 70.0)","(640.0, 1.0, 0.015, 1, 75.0)","(500.0, 0.8, 0.01, 1, 80.0)"
678,"(800.0, 3.5, 0.01, 10, 100.0)","(750.0, 3.0, 0.008, 9, 90.0)","(700.0, 2.8, 0.006, 8, 80.0)","(650.0, 2.5, 0.004, 7, 70.0)","(600.0, 2.0, 0.002, 5, 60.0)"
679,"(800.0, 3.0, 0.001, 5, 50.0)","(780.0, 2.8, 0.0015, 4, 60.0)","(750.0, 2.5, 0.002, 3, 70.0)","(720.0, 2.2, 0.0025, 2, 80.0)","(700.0, 2.0, 0.003, 1, 90.0)"
680,"(850.0, 3.5, 0.0001, 10, 200.0)","(800.0, 3.0, 0.0002, 8, 180.0)","(750.0, 2.5, 0.0003, 6, 160.0)","(700.0, 2.0, 0.0004, 4, 140.0)","(650.0, 1.5, 0.0005, 2, 120.0)"
681,"(800.0, 3.5, 0.005, 10, 200.0)","(750.0, 3.0, 0.008, 8, 180.0)","(700.0, 2.5, 0.01, 6, 160.0)","(650.0, 2.8, 0.015, 4, 140.0)","(600.0, 2.0, 0.02, 2, 120.0)"
682,"(800.0, 2.5, 0.001, 10, 200.0)","(750.0, 2.0, 0.002, 8, 180.0)","(700.0, 1.8, 0.003, 6, 160.0)","(650.0, 1.5, 0.004, 4, 140.0)","(600.0, 1.0, 0.005, 2, 120.0)"
683,"(750.0, 3.0, 0.02, 10, 50.0)","(700.0, 2.5, 0.03, 8, 60.0)","(650.0, 2.0, 0.04, 6, 70.0)","(600.0, 1.8, 0.05, 4, 80.0)","(550.0, 1.5, 0.06, 2, 90.0)"
684,"(800.0, 3.0, 0.0005, 10, 200.0)","(750.0, 2.8, 0.0006, 9, 180.0)","(700.0, 2.5, 0.0007, 8, 160.0)","(650.0, 2.2, 0.0008, 7, 140.0)","(600.0, 2.0, 0.0009, 6, 120.0)"
685,"(700.0, 1.5, 0.001, 1, 50.0)","(700.0, 1.5, 0.001, 1, 50.0)","(680.0, 1.6, 0.0015, 2, 60.0)","(660.0, 1.7, 0.002, 3, 70.0)","(640.0, 1.8, 0.0025, 4, 80.0)"
686,"(750.0, 3.0, 0.005, 10, 50.0)","(720.0, 2.5, 0.004, 8, 60.0)","(700.0, 2.0, 0.003, 6, 70.0)","(680.0, 1.8, 0.002, 4, 80.0)","(650.0, 1.5, 0.001, 2, 90.0)"
